source,target,relation,confidence,directed,label,source_url,slices,evidence,receipt,edge_class
discovery_source_local:ND002-007,person_source_local:coefficient-giving:CG-PE043,co_authored_with,confirmed,yes,Daniel Kokotajlo / Ajeya Cotra,https://www.lesswrong.com/posts/K2D45BNxnZjdpSX2j/ai-timelines,all,"by habryka, Daniel Kokotajlo, Ajeya Cotra, Ege Erdil",https://www.lesswrong.com/posts/K2D45BNxnZjdpSX2j/ai-timelines,COLLAB
discovery_source_local:ND002-007,person_source_local:ea-funds:EF-P040,co_authored,confirmed,yes,Daniel Kokotajlo / Eli Lifland,https://ai-2027.com/about,all,"Daniel Kokotajlo, Eli Lifland, Thomas Larsen, and Romeo Dean wrote the content of the scenario and endings.",https://ai-2027.com/about,COLLAB
discovery_source_local:ND002-007,person_source_local:redwood-research:RW-P001,collaborated_with,confirmed,yes,Daniel Kokotajlo / Buck Shlegeris,https://www.apolloresearch.ai/s/Toward_evaluations_based_safety_cases_for_AI_scheming-yzlc.pdf,all,Buck Shlegeris ... Daniel Kokotajlo ... We sketch how developers of frontier AI systems could construct a structured rationale,https://www.apolloresearch.ai/s/Toward_evaluations_based_safety_cases_for_AI_scheming-yzlc.pdf,COLLAB
discovery_source_local:ND002-007,person_source_local:redwood-research:RW-P002,collaborated_with,confirmed,yes,Daniel Kokotajlo / Ryan Greenblatt,https://arxiv.org/abs/2507.11473,all,Authors: ... Ryan Greenblatt ... Daniel Kokotajlo ...,https://arxiv.org/abs/2507.11473,COLLAB
discovery_source_local:ND002-008,discovery_source_local:ND005-017,advisory_board_biography,confirmed,yes,Advisory Board Biography,https://www.rand.org/about/people/n/nevo_sella.html,all,Advisory board member at the Alliance to Feed the Earth in Disasters,https://www.rand.org/about/people/n/nevo_sella.html https://www.rand.org/about/people/n/nevo_sella.html,GOVERNANCE
discovery_source_local:ND002-008,institution:inst-057,governance_or_employment_biography,confirmed,yes,Governance Or Employment Biography,https://www.rand.org/about/people/n/nevo_sella.html,all,"Sella Nevo is a principal researcher at RAND, and the founding director of the RAND Center on AI, Security, and Technology.",https://www.rand.org/about/people/n/nevo_sella.html https://www.rand.org/content/dam/rand/pubs/research_reports/RRA2800/RRA2849-1/RAND_RRA2849-1.pdf https://www.rand.org/global-and-emerging-risks/centers/ai-security-and-technology/funding.html https://www.rand.org/about/people/n/nevo_sella.html,GOVERNANCE
discovery_source_local:ND002-008,institution:inst-057,is described in a RAND profile as a principal researcher at,confirmed,yes,Sella Nevo is described in a RAND profile as a principal researcher at RAND.,https://www.rand.org/about/people/n/nevo_sella.html,all,"“RAND” in the role sentence is contextually bound to RAND Corporation by the same page’s footer. This is a profile-described role, not a finding of legal employment or an assertion of authority, control, endorsement, coordination, ideology, or influence. The source provides no title start or end dat",https://www.rand.org/about/people/n/nevo_sella.html,EMPLOYMENT
discovery_source_local:ND002-008,institution:inst-083,founding_director_at,confirmed,yes,"RAND’s biography identifies Sella Nevo as founding director of its Center on AI, Security, and Technology.",https://www.rand.org/about/people/n/nevo_sella.html,all,"Center-level role; not separate legal corporation or current-tenure verification. Source-local accepted person identity only; no person merge, ideology, control, paid funding, or current role continuity inferred. Statement attributed to supplied source; no independent current role verification. Rela",https://www.rand.org/about/people/n/nevo_sella.html,EMPLOYMENT
discovery_source_local:ND002-009,institution:inst-057,holds_or_held_role,confirmed,yes,senior information scientist and professor of policy analysis,https://www.scai.gov.sg/2025/participants-of-scai-2025/jeff-alstott/,all,"Archived/source-attributed role, not verified current tenure. Operating institutional affiliation, not proof of exact legal payroll employer, ideology or funding control. TASP founding-director claim is not used to bind a current CAST endpoint; this packet asserts the explicitly stated RAND institut",https://www.scai.gov.sg/2025/participants-of-scai-2025/jeff-alstott/,EMPLOYMENT
discovery_source_local:ND002-010,discovery_source_local:ND003-013,coauthored_with,confirmed,yes,David Krueger / Jack Clark,https://arxiv.org/abs/2004.07213,all,"Jack Clark, Peter Eckersley, Sarah de Haas, Maritza Johnson, Ben Laurie, Alex Ingerman, Igor Krawczuk, Amanda Askell, Rosario Cammarota, Andrew Lohn, David Krueger",https://arxiv.org/abs/2004.07213,COLLAB
discovery_source_local:ND002-010,discovery_source_local:ND004-001,coauthored_with,confirmed,yes,David Krueger / Thomas Larsen,https://arxiv.org/abs/2403.10462,all,"Authors: Joshua Clymer, Nick Gabrieli, David Krueger, Thomas Larsen",https://arxiv.org/abs/2403.10462,COLLAB
discovery_source_local:ND002-010,institution:inst-011,collaborated_with,confirmed,yes,David Krueger / Berkeley Existential Risk Initiative,https://www.openphilanthropy.org/grants/berkeley-existential-risk-initiative-david-krueger-collaboration/,all,David Krueger Collaboration to Berkeley Existential Risk Initiative,https://www.openphilanthropy.org/grants/berkeley-existential-risk-initiative-david-krueger-collaboration/,COLLAB
discovery_source_local:ND002-010,institution:inst-017,funded_by,confirmed,yes,David Krueger / Centre for Effective Altruism,https://ev.org/wp-content/uploads/2023/11/FINAL-2022-Form-990-signed-CEA.pdf,all,DEEP LEARNING AND AI ALIGNMENT RESEARCH GROUP AT CAMBRIDGE FOR DAVID KRUEGER,https://ev.org/wp-content/uploads/2023/11/FINAL-2022-Form-990-signed-CEA.pdf,FINANCIAL
discovery_source_local:ND002-010,institution:inst-034,independent_review_panel_member_for,confirmed,yes,David Krueger / Future of Life Institute,https://futureoflife.org/ai-safety-index-summer-2026/index.html,all,The scoring was conducted by a panel of distinguished AI experts: David Krueger,https://futureoflife.org/ai-safety-index-summer-2026/index.html,EMPLOYMENT
discovery_source_local:ND002-010,institution:inst-058,collaborated_with,confirmed,yes,David Krueger / Redwood Research,https://papers.neurips.cc/paper_files/paper/2024/file/7ff97417474268e6b5a38bcbfae04944-Paper-Conference.pdf,all,"David Krueger helped with a substantial rewrite of the paper, and was key in explaining our setup clearly (§4). He also suggested some of our experiments.",https://papers.neurips.cc/paper_files/paper/2024/file/7ff97417474268e6b5a38bcbfae04944-Paper-Conference.pdf,COLLAB
discovery_source_local:ND002-010,institution:inst-066,Publicly named Speculator,confirmed,yes,Publicly Named Speculator,https://survivalandflourishing.fund/speculation-grants,all,David Krueger is publicly listed by SFF as a Speculator in its Speculation Grants Program.,https://survivalandflourishing.fund/speculation-grants https://survivalandflourishing.fund/speculation-grants,FINANCIAL
discovery_source_local:ND002-010,institution:inst-069,independently_reviewed,confirmed,yes,David Krueger / OpenAI,https://futureoflife.org/ai-safety-index-summer-2026/index.html,all,The scoring was conducted by a panel of distinguished AI experts: David Krueger,https://futureoflife.org/ai-safety-index-summer-2026/index.html,COLLAB
discovery_source_local:ND002-010,institution:inst-070,panel_reviewer_of,confirmed,yes,David Krueger / Anthropic,https://futureoflife.org/wp-content/uploads/2026/07/AI-Safety-Index-Summer-2026-Digital-14-Jul.pdf,all,An independent panel of seven leading AI researchers and governance experts reviewed company-specific evidence and assigned domain-level grades,https://futureoflife.org/wp-content/uploads/2026/07/AI-Safety-Index-Summer-2026-Digital-14-Jul.pdf,COLLAB
discovery_source_local:ND002-010,institution:inst-071,reviewer_of,confirmed,yes,David Krueger / Google DeepMind,https://futureoflife.org/ai-safety-index-summer-2026/index.html,all,The scoring was conducted by a panel of distinguished AI experts:,https://futureoflife.org/ai-safety-index-summer-2026/index.html,COLLAB
discovery_source_local:ND002-010,institution:inst-075,funded_by,confirmed,yes,David Krueger / Long-Term Future Fund,https://forum.effectivealtruism.org/posts/diZWNmLRgcbuwmYn4/long-term-future-fund-may-2021-grant-recommendations,all,"David Krueger ($200,000, with an expected reimbursement of up to $120,000): Computing resources and researcher salaries at a new deep learning + AI alignment research group at Cambridge.",https://forum.effectivealtruism.org/posts/diZWNmLRgcbuwmYn4/long-term-future-fund-may-2021-grant-recommendations,FINANCIAL
discovery_source_local:ND002-010,institution:inst-081,funded_by,confirmed,yes,David Krueger / Open Philanthropy,https://www.openphilanthropy.org/grants/university-of-cambridge-machine-learning-research/,all,to support Professor David Krueger’s machine learning research.,https://www.openphilanthropy.org/grants/university-of-cambridge-machine-learning-research/,FINANCIAL
discovery_source_local:ND002-010,institution_candidate_source_local:INSTITUTION008-001,author_for,confirmed,yes,David Krueger / LessWrong,https://www.lesswrong.com/posts/jsEwXmD2zXg3jSmRo/announcing-the-real-ai-a-blog,all,"David Scott Krueger authored the LessWrong post “Announcing ‘The Real AI’: a blog” (September 20, 2025).",https://www.lesswrong.com/posts/jsEwXmD2zXg3jSmRo/announcing-the-real-ai-a-blog,COLLAB
discovery_source_local:ND002-010,institution_candidate_source_local:NODE017-002,served_on_review_panel_with,confirmed,yes,David Krueger / Stuart Russell,https://futureoflife.org/ai-safety-index-summer-2026/index.html,all,The scoring was conducted by a panel of distinguished AI experts:,https://futureoflife.org/ai-safety-index-summer-2026/index.html,COLLAB
discovery_source_local:ND002-010,institution_candidate_source_local:NODE020-002,independent_reviewer_for,confirmed,yes,David Krueger / FLI AI Safety Index,https://futureoflife.org/ai-safety-index-summer-2026/index.html,all,The scoring was conducted by a panel of distinguished AI experts: David Krueger,https://futureoflife.org/ai-safety-index-summer-2026/index.html,COLLAB
discovery_source_local:ND002-010,institution_candidate_source_local:TARGETORG029-011,founded,confirmed,yes,David Krueger / Evitable,https://futureoflife.org/ai-safety-index-summer-2026/index.html,all,"David Krueger is an Assistant Professor in Robust, Reasoning, and Responsible AI at the University of Montreal and a Core Academic Member at Mila, the Quebec Artificial Intelligence Institute, and the founder of Evitable.",https://futureoflife.org/ai-safety-index-summer-2026/index.html,EMPLOYMENT
discovery_source_local:ND002-010,person_source_local:apollo-research:APO-P001,coauthored_with,confirmed,yes,David Krueger / Marius Hobbhahn,https://facctconference.org/static/papers24/facct24-152.pdf,all,"Marius Hobbhahn, Lee Sharkey, Satyapriya Krishna, Marvin Von Hagen, Silas Alberti, Alan Chan, Qinyi Sun, Michael Gerovitch, David Bau, Max Tegmark, David Krueger",https://facctconference.org/static/papers24/facct24-152.pdf,COLLAB
discovery_source_local:ND002-010,person_source_local:apollo-research:APO-P009,co_authored_with,confirmed,yes,David Krueger / David Duvenaud,https://pod.wave.co/podcast/80000-hours-podcast/why-aligned-ai-could-still-kill-democracy-david-duvenaud-ex-anthropic-team-lead,all,"“my co author, David Krueger”",https://pod.wave.co/podcast/80000-hours-podcast/why-aligned-ai-could-still-kill-democracy-david-duvenaud-ex-anthropic-team-lead,COLLAB
discovery_source_local:ND002-010,person_source_local:apollo-research:APO-P011,coauthored_with,confirmed,yes,David Krueger / Owain Evans,https://owainevans.github.io/owainevans_cv_2022.pdf,all,"David Krueger, Jan Leike, Owain Evans, and John Salvatier. Active reinforcement learning: Observing rewards at a cost.",https://owainevans.github.io/owainevans_cv_2022.pdf,COLLAB
discovery_source_local:ND002-010,person_source_local:foresight-institute:FI-P019,coauthored_with,confirmed,yes,David Krueger / Deger Turan,https://proceedings.mlr.press/v267/kulveit25a.html,all,"Jan Kulveit, Raymond Douglas, Nora Ammann, Deger Turan, David Krueger, David Duvenaud",https://proceedings.mlr.press/v267/kulveit25a.html,COLLAB
discovery_source_local:ND002-010,person_source_local:future-of-life-institute:FLI-P003,funded_by,confirmed,yes,David Krueger / Jaan Tallinn,https://survivalandflourishing.fund/,all,"SFF-2021-H1 | Jaan Tallinn | David Krueger’s Research Group at Cambridge | $1,000,000 | Cambridge in America | General Support of David Krueger’s Research Group",https://survivalandflourishing.fund/,FINANCIAL
discovery_source_local:ND002-010,person_source_local:future-of-life-institute:FLI-P004,coauthored_with,confirmed,yes,David Krueger / Victoria Krakovna,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5097286,all,"Krakovna, Victoria and Krueger, David ... Research Agenda for Sociotechnical Approaches to AI Safety",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5097286,COLLAB
discovery_source_local:ND002-010,person_source_local:govai:GA-P007,coauthored_with,confirmed,yes,David Krueger / Allan Dafoe,https://www.milesbrundage.com/publications.html,all,"""Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable Claims""",https://www.milesbrundage.com/publications.html,COLLAB
discovery_source_local:ND002-010,person_source_local:redwood-research:RW-P002,coauthored_with,confirmed,yes,David Krueger / Ryan Greenblatt,https://arxiv.org/abs/2405.19550v1,all,"Authors: Ryan Greenblatt, Fabien Roger, Dmitrii Krasheninnikov, David Krueger",https://arxiv.org/abs/2405.19550v1,COLLAB
discovery_source_local:ND002-010,registry_source_local_person:center-for-security-and-emerging-technology::CSET-R097:subject,coauthored_with,confirmed,yes,David Krueger / Noam Kolt,https://www.governance.ai/research-paper/ids-for-ai-systems,all,"Alan Chan, Noam Kolt, Peter Wills, Usman Anwar, Christian Schroeder de Witt, Nitarshan Rajkumar, Lewis Hammond, David Krueger, Lennart Heim, Markus Anderljung",https://www.governance.ai/research-paper/ids-for-ai-systems,COLLAB
discovery_source_local:ND002-011,discovery_source_local:ND003-018,co_funded,confirmed,yes,Sam Bankman-Fried / Caroline Ellison,https://ftxfuturefund.org/about/,all,"The Future Fund is funded primarily by Sam Bankman-Fried, with major contributions from Caroline Ellison",https://ftxfuturefund.org/about/,FINANCIAL
discovery_source_local:ND002-011,institution:inst-017,funded_via_ftx_future_fund,confirmed,yes,Sam Bankman-Fried / Centre for Effective Altruism,https://time.com/6262810/sam-bankman-fried-effective-altruism-alameda-ftx/,all,"the Fund gave more than $30 million to organizations connected to MacAskill, including $13.9 million to CEA",https://time.com/6262810/sam-bankman-fried-effective-altruism-alameda-ftx/,FINANCIAL
